,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,ta,2022-07-11,3,0,0,59,39
1,ETL_Electricidad,2022-07-11,0,0,0,2,1
2,b0rr3g0-blog,2022-07-11,0,0,0,2,1
3,ExpresionesLambdas,2022-07-11,0,0,0,2,1
4,OStest,2022-07-11,0,0,0,2,1
5,Spring-Boot-Vaadin,2022-07-11,0,0,0,2,1
6,websocket-high-availability-front,2022-07-11,0,0,0,2,1
7,zipExample,2022-07-11,0,0,0,2,1
